Unified_Screen_ID,Legacy_Screen_ID,Module,Group,Arabic_Name,English_Name,Application,Priority,Purpose,Tabs_Areas,Key_Fields,Grid_Columns,Actions,Workflow,Permissions,Related_Tables,Benchmark_Refs,P1_W3_Screen_ID,P1_W3_Contract_Status,Disposition,Decision_Required,Notes
U-SCR-143,MNT-009,MNT,الصيانة والوقود,سجل الصيانة,Maintenance History,ويب الإدارة (Admin Web),P1,السجل التاريخي للمركبة والتكاليف.,نظرة عامة (Overview) | الأصل/المركبة (Asset) | المهام (Jobs) | القطع (Parts) | العمالة (Labor) | التكلفة (Cost) | المرفقات (Attachments) | التدقيق (Audit),رقم الأمر (Order No) | المركبة (Vehicle) | الحالة (Status) | الأولوية (Priority) | مستحق في (Due Date) | مسند إلى (Assigned To) | الورشة (Repair Site) | العداد (Odometer) | التكلفة (Cost),المهمة (Job) | الحالة (Status) | العمالة (Labor) | القطع (Parts) | التكلفة (Cost),إنشاء (Create) | اعتماد (Authorize) | جدولة (Schedule) | بدء (Start) | إكمال (Complete) | إعادة فتح (Reopen) | إلغاء (Cancel),Request → Work Order Open/Scheduled/In Progress → Jobs Complete → Work Order Complete → History,MNT-009.View | MNT-009.Act,MaintenanceRequests | WorkOrders | MaintenanceJobs | MaintenanceSchedules | VehicleInspections | Parts | WorkOrderParts | FuelEntries,"R38,R39,R40,R41",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-144,MNT-010,MNT,الصيانة والوقود,تسجيل الوقود,Fuel Entry,ويب الإدارة (Admin Web),P1,الكمية، القيمة، المحطة، العداد والموقع.,نظرة عامة (Overview) | الأصل/المركبة (Asset) | المهام (Jobs) | القطع (Parts) | العمالة (Labor) | التكلفة (Cost) | المرفقات (Attachments) | التدقيق (Audit),رقم الأمر (Order No) | المركبة (Vehicle) | الحالة (Status) | الأولوية (Priority) | مستحق في (Due Date) | مسند إلى (Assigned To) | الورشة (Repair Site) | العداد (Odometer) | التكلفة (Cost),المهمة (Job) | الحالة (Status) | العمالة (Labor) | القطع (Parts) | التكلفة (Cost),إنشاء (Create) | اعتماد (Authorize) | جدولة (Schedule) | بدء (Start) | إكمال (Complete) | إعادة فتح (Reopen) | إلغاء (Cancel),Request → Work Order Open/Scheduled/In Progress → Jobs Complete → Work Order Complete → History,MNT-010.View | MNT-010.Act,MaintenanceRequests | WorkOrders | MaintenanceJobs | MaintenanceSchedules | VehicleInspections | Parts | WorkOrderParts | FuelEntries,"R38,R39,R40,R41",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-145,MNT-011,MNT,الصيانة والوقود,ضبط الوقود والصور,Fuel Verification,ويب الإدارة (Admin Web),P1,مطابقة الصورة/GPS/العداد لمنع التلاعب.,نظرة عامة (Overview) | الأصل/المركبة (Asset) | المهام (Jobs) | القطع (Parts) | العمالة (Labor) | التكلفة (Cost) | المرفقات (Attachments) | التدقيق (Audit),رقم الأمر (Order No) | المركبة (Vehicle) | الحالة (Status) | الأولوية (Priority) | مستحق في (Due Date) | مسند إلى (Assigned To) | الورشة (Repair Site) | العداد (Odometer) | التكلفة (Cost),المهمة (Job) | الحالة (Status) | العمالة (Labor) | القطع (Parts) | التكلفة (Cost),إنشاء (Create) | اعتماد (Authorize) | جدولة (Schedule) | بدء (Start) | إكمال (Complete) | إعادة فتح (Reopen) | إلغاء (Cancel),Request → Work Order Open/Scheduled/In Progress → Jobs Complete → Work Order Complete → History,MNT-011.View | MNT-011.Act,MaintenanceRequests | WorkOrders | MaintenanceJobs | MaintenanceSchedules | VehicleInspections | Parts | WorkOrderParts | FuelEntries,"R38,R39,R40,R41",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-146,MNT-012,MNT,الصيانة والوقود,تحليل الوقود,Fuel Analytics,ويب الإدارة (Admin Web),P1,استهلاك، تكلفة/كم، مخالفات وشذوذ.,نظرة عامة (Overview) | الأصل/المركبة (Asset) | المهام (Jobs) | القطع (Parts) | العمالة (Labor) | التكلفة (Cost) | المرفقات (Attachments) | التدقيق (Audit),رقم الأمر (Order No) | المركبة (Vehicle) | الحالة (Status) | الأولوية (Priority) | مستحق في (Due Date) | مسند إلى (Assigned To) | الورشة (Repair Site) | العداد (Odometer) | التكلفة (Cost),المهمة (Job) | الحالة (Status) | العمالة (Labor) | القطع (Parts) | التكلفة (Cost),إنشاء (Create) | اعتماد (Authorize) | جدولة (Schedule) | بدء (Start) | إكمال (Complete) | إعادة فتح (Reopen) | إلغاء (Cancel),Request → Work Order Open/Scheduled/In Progress → Jobs Complete → Work Order Complete → History,MNT-012.View | MNT-012.Act,MaintenanceRequests | WorkOrders | MaintenanceJobs | MaintenanceSchedules | VehicleInspections | Parts | WorkOrderParts | FuelEntries,"R38,R39,R40,R41",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-147,OPS-001,OPS,GPS والتحكم,الخريطة الحية,Live Map,ويب الإدارة (Admin Web),P1,عرض المركبات والسائقين والرحلات والطلبات لحظيًا.,الخريطة (Map) | القائمة (List) | الأحداث (Events) | الفلاتر (Filters) | التنبيهات (Alerts),المركبة (Vehicle) | السائق (Driver) | الموقع (Location) | السرعة (Speed) | الحالة (Status) | آخر تحديث (Last Update) | ETA (ETA),الكيان (Entity) | الرحلة/المهمة (Trip/Task) | الموقع (Location) | الوقت (Time) | الحالة (Status),تحديد موقع (Locate) | إرسال للسائق (Message) | إعادة إسناد (Reassign) | مشاركة موقع (Share Location) | فتح الرحلة (Open Trip),Telemetry Event Stream → Alert/ETA updates → Operational actions,OPS-001.View | OPS-001.Act,GpsPositions | TrackingEvents | Geofences | GeofenceEvents | OperationalAlerts,"R29,R30,R31,R38",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-148,OPS-002,OPS,GPS والتحكم,مركز التحكم والتوزيع,Control & Dispatch Center,ويب الإدارة (Admin Web),P1,مركز موحد للمشاوير والتوصيل والنقل والرحلات.,الخريطة (Map) | القائمة (List) | الأحداث (Events) | الفلاتر (Filters) | التنبيهات (Alerts),المركبة (Vehicle) | السائق (Driver) | الموقع (Location) | السرعة (Speed) | الحالة (Status) | آخر تحديث (Last Update) | ETA (ETA),الكيان (Entity) | الرحلة/المهمة (Trip/Task) | الموقع (Location) | الوقت (Time) | الحالة (Status),تحديد موقع (Locate) | إرسال للسائق (Message) | إعادة إسناد (Reassign) | مشاركة موقع (Share Location) | فتح الرحلة (Open Trip),Telemetry Event Stream → Alert/ETA updates → Operational actions,OPS-002.View | OPS-002.Act,GpsPositions | TrackingEvents | Geofences | GeofenceEvents | OperationalAlerts,"R29,R30,R31,R38",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-149,OPS-003,OPS,GPS والتحكم,سجل حركة المركبة,Vehicle Trip History,ويب الإدارة (Admin Web),P1,إعادة عرض حركة المركبة والأوقات والتوقفات.,الخريطة (Map) | القائمة (List) | الأحداث (Events) | الفلاتر (Filters) | التنبيهات (Alerts),المركبة (Vehicle) | السائق (Driver) | الموقع (Location) | السرعة (Speed) | الحالة (Status) | آخر تحديث (Last Update) | ETA (ETA),الكيان (Entity) | الرحلة/المهمة (Trip/Task) | الموقع (Location) | الوقت (Time) | الحالة (Status),تحديد موقع (Locate) | إرسال للسائق (Message) | إعادة إسناد (Reassign) | مشاركة موقع (Share Location) | فتح الرحلة (Open Trip),Telemetry Event Stream → Alert/ETA updates → Operational actions,OPS-003.View | OPS-003.Act,GpsPositions | TrackingEvents | Geofences | GeofenceEvents | OperationalAlerts,"R29,R30,R31,R38",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-150,OPS-004,OPS,GPS والتحكم,سجل حركة السائق,Driver Activity History,ويب الإدارة (Admin Web),P1,سجل نشاط السائق ومهامه وتنقلاته.,الخريطة (Map) | القائمة (List) | الأحداث (Events) | الفلاتر (Filters) | التنبيهات (Alerts),المركبة (Vehicle) | السائق (Driver) | الموقع (Location) | السرعة (Speed) | الحالة (Status) | آخر تحديث (Last Update) | ETA (ETA),الكيان (Entity) | الرحلة/المهمة (Trip/Task) | الموقع (Location) | الوقت (Time) | الحالة (Status),تحديد موقع (Locate) | إرسال للسائق (Message) | إعادة إسناد (Reassign) | مشاركة موقع (Share Location) | فتح الرحلة (Open Trip),Telemetry Event Stream → Alert/ETA updates → Operational actions,OPS-004.View | OPS-004.Act,GpsPositions | TrackingEvents | Geofences | GeofenceEvents | OperationalAlerts,"R29,R30,R31,R38",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-151,OPS-005,OPS,GPS والتحكم,السياج الجغرافي,Geofences,ويب الإدارة (Admin Web),P1,تعريف مناطق ومحطات ومخازن ومناطق ممنوعة.,الخريطة (Map) | القائمة (List) | الأحداث (Events) | الفلاتر (Filters) | التنبيهات (Alerts),المركبة (Vehicle) | السائق (Driver) | الموقع (Location) | السرعة (Speed) | الحالة (Status) | آخر تحديث (Last Update) | ETA (ETA),الكيان (Entity) | الرحلة/المهمة (Trip/Task) | الموقع (Location) | الوقت (Time) | الحالة (Status),تحديد موقع (Locate) | إرسال للسائق (Message) | إعادة إسناد (Reassign) | مشاركة موقع (Share Location) | فتح الرحلة (Open Trip),Telemetry Event Stream → Alert/ETA updates → Operational actions,OPS-005.View | OPS-005.Act,GpsPositions | TrackingEvents | Geofences | GeofenceEvents | OperationalAlerts,"R29,R30,R31,R38",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-152,OPS-006,OPS,GPS والتحكم,تنبيهات GPS,GPS Alerts,ويب الإدارة (Admin Web),P1,دخول/خروج، تأخير، توقف طويل، انحراف مسار.,الخريطة (Map) | القائمة (List) | الأحداث (Events) | الفلاتر (Filters) | التنبيهات (Alerts),المركبة (Vehicle) | السائق (Driver) | الموقع (Location) | السرعة (Speed) | الحالة (Status) | آخر تحديث (Last Update) | ETA (ETA),الكيان (Entity) | الرحلة/المهمة (Trip/Task) | الموقع (Location) | الوقت (Time) | الحالة (Status),تحديد موقع (Locate) | إرسال للسائق (Message) | إعادة إسناد (Reassign) | مشاركة موقع (Share Location) | فتح الرحلة (Open Trip),Telemetry Event Stream → Alert/ETA updates → Operational actions,OPS-006.View | OPS-006.Act,GpsPositions | TrackingEvents | Geofences | GeofenceEvents | OperationalAlerts,"R29,R30,R31,R38",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-153,OPS-007,OPS,GPS والتحكم,مقارنة المخطط بالفعلي,Planned vs Actual,ويب الإدارة (Admin Web),P1,الأوقات والمسار المخطط مقابل التنفيذ.,الخريطة (Map) | القائمة (List) | الأحداث (Events) | الفلاتر (Filters) | التنبيهات (Alerts),المركبة (Vehicle) | السائق (Driver) | الموقع (Location) | السرعة (Speed) | الحالة (Status) | آخر تحديث (Last Update) | ETA (ETA),الكيان (Entity) | الرحلة/المهمة (Trip/Task) | الموقع (Location) | الوقت (Time) | الحالة (Status),تحديد موقع (Locate) | إرسال للسائق (Message) | إعادة إسناد (Reassign) | مشاركة موقع (Share Location) | فتح الرحلة (Open Trip),Telemetry Event Stream → Alert/ETA updates → Operational actions,OPS-007.View | OPS-007.Act,GpsPositions | TrackingEvents | Geofences | GeofenceEvents | OperationalAlerts,"R29,R30,R31,R38",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-154,OPS-008,OPS,GPS والتحكم,إعادة تشغيل الرحلة,Trip Replay,ويب الإدارة (Admin Web),P1,عرض زمني لمسار الرحلة والأحداث.,الخريطة (Map) | القائمة (List) | الأحداث (Events) | الفلاتر (Filters) | التنبيهات (Alerts),المركبة (Vehicle) | السائق (Driver) | الموقع (Location) | السرعة (Speed) | الحالة (Status) | آخر تحديث (Last Update) | ETA (ETA),الكيان (Entity) | الرحلة/المهمة (Trip/Task) | الموقع (Location) | الوقت (Time) | الحالة (Status),تحديد موقع (Locate) | إرسال للسائق (Message) | إعادة إسناد (Reassign) | مشاركة موقع (Share Location) | فتح الرحلة (Open Trip),Telemetry Event Stream → Alert/ETA updates → Operational actions,OPS-008.View | OPS-008.Act,GpsPositions | TrackingEvents | Geofences | GeofenceEvents | OperationalAlerts,"R29,R30,R31,R38",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-155,OPS-009,OPS,GPS والتحكم,ETA والتأخير,ETA & Delay Monitor,ويب الإدارة (Admin Web),P1,تقدير الوصول ومراقبة الانحرافات.,الخريطة (Map) | القائمة (List) | الأحداث (Events) | الفلاتر (Filters) | التنبيهات (Alerts),المركبة (Vehicle) | السائق (Driver) | الموقع (Location) | السرعة (Speed) | الحالة (Status) | آخر تحديث (Last Update) | ETA (ETA),الكيان (Entity) | الرحلة/المهمة (Trip/Task) | الموقع (Location) | الوقت (Time) | الحالة (Status),تحديد موقع (Locate) | إرسال للسائق (Message) | إعادة إسناد (Reassign) | مشاركة موقع (Share Location) | فتح الرحلة (Open Trip),Telemetry Event Stream → Alert/ETA updates → Operational actions,OPS-009.View | OPS-009.Act,GpsPositions | TrackingEvents | Geofences | GeofenceEvents | OperationalAlerts,"R29,R30,R31,R38",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-156,OPS-010,OPS,GPS والتحكم,مشاركة الموقع,Live Location Sharing,ويب الإدارة (Admin Web),P1,إنشاء رابط مشاركة آمن مؤقت.,الخريطة (Map) | القائمة (List) | الأحداث (Events) | الفلاتر (Filters) | التنبيهات (Alerts),المركبة (Vehicle) | السائق (Driver) | الموقع (Location) | السرعة (Speed) | الحالة (Status) | آخر تحديث (Last Update) | ETA (ETA),الكيان (Entity) | الرحلة/المهمة (Trip/Task) | الموقع (Location) | الوقت (Time) | الحالة (Status),تحديد موقع (Locate) | إرسال للسائق (Message) | إعادة إسناد (Reassign) | مشاركة موقع (Share Location) | فتح الرحلة (Open Trip),Telemetry Event Stream → Alert/ETA updates → Operational actions,OPS-010.View | OPS-010.Act,GpsPositions | TrackingEvents | Geofences | GeofenceEvents | OperationalAlerts,"R29,R30,R31,R38",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-157,WHS-001,WHS,المحاور والمستودعات,استلام الشحنات للمحور,Hub Receipt,ويب الإدارة (Admin Web),P1,استلام بوالص وطرود إلى فرع/محور.,الرأس (Header) | الطرود (Packages) | الموقع (Location) | المسح (Scanning) | الفروقات (Exceptions) | التدقيق (Audit),المحور (Hub) | الرحلة (Trip) | البوليصة (Waybill) | الباركود (Barcode) | الموقع (Location) | الحالة (Status),الباركود (Barcode) | البوليصة (Waybill) | الوجهة (Destination) | الكمية (Qty) | الحالة (Status),استلام (Receive) | مسح (Scan) | فرز (Sort) | تحميل (Load) | تفريغ (Unload) | تعليق (Hold) | حل فرق (Resolve),Expected → Received → Staged → Loaded → Departed / Held,WHS-001.View | WHS-001.Act,HubReceipts | PackageHandlingEvents | StagingLocations | LoadSessions | LoadSessionItems,,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-158,WHS-002,WHS,المحاور والمستودعات,فحص وفرز الطرود,Package Sortation,ويب الإدارة (Admin Web),P1,فرز حسب الوجهة/الرحلة/المسار.,الرأس (Header) | الطرود (Packages) | الموقع (Location) | المسح (Scanning) | الفروقات (Exceptions) | التدقيق (Audit),المحور (Hub) | الرحلة (Trip) | البوليصة (Waybill) | الباركود (Barcode) | الموقع (Location) | الحالة (Status),الباركود (Barcode) | البوليصة (Waybill) | الوجهة (Destination) | الكمية (Qty) | الحالة (Status),استلام (Receive) | مسح (Scan) | فرز (Sort) | تحميل (Load) | تفريغ (Unload) | تعليق (Hold) | حل فرق (Resolve),Expected → Received → Staged → Loaded → Departed / Held,WHS-002.View | WHS-002.Act,HubReceipts | PackageHandlingEvents | StagingLocations | LoadSessions | LoadSessionItems,,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-159,WHS-003,WHS,المحاور والمستودعات,مواقع التخزين المؤقت,Staging Locations,ويب الإدارة (Admin Web),P1,مواقع وساحات انتظار قبل التحميل.,الرأس (Header) | الطرود (Packages) | الموقع (Location) | المسح (Scanning) | الفروقات (Exceptions) | التدقيق (Audit),المحور (Hub) | الرحلة (Trip) | البوليصة (Waybill) | الباركود (Barcode) | الموقع (Location) | الحالة (Status),الباركود (Barcode) | البوليصة (Waybill) | الوجهة (Destination) | الكمية (Qty) | الحالة (Status),استلام (Receive) | مسح (Scan) | فرز (Sort) | تحميل (Load) | تفريغ (Unload) | تعليق (Hold) | حل فرق (Resolve),Expected → Received → Staged → Loaded → Departed / Held,WHS-003.View | WHS-003.Act,HubReceipts | PackageHandlingEvents | StagingLocations | LoadSessions | LoadSessionItems,,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-160,WHS-004,WHS,المحاور والمستودعات,تجهيز التحميل,Load Preparation,ويب الإدارة (Admin Web),P1,تجهيز قائمة التحميل والمسح.,الرأس (Header) | الطرود (Packages) | الموقع (Location) | المسح (Scanning) | الفروقات (Exceptions) | التدقيق (Audit),المحور (Hub) | الرحلة (Trip) | البوليصة (Waybill) | الباركود (Barcode) | الموقع (Location) | الحالة (Status),الباركود (Barcode) | البوليصة (Waybill) | الوجهة (Destination) | الكمية (Qty) | الحالة (Status),استلام (Receive) | مسح (Scan) | فرز (Sort) | تحميل (Load) | تفريغ (Unload) | تعليق (Hold) | حل فرق (Resolve),Expected → Received → Staged → Loaded → Departed / Held,WHS-004.View | WHS-004.Act,HubReceipts | PackageHandlingEvents | StagingLocations | LoadSessions | LoadSessionItems,,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-161,WHS-005,WHS,المحاور والمستودعات,تحميل المركبة,Vehicle Loading,ويب الإدارة (Admin Web),P1,مسح الطرود وتأكيد سلسلة العهدة.,الرأس (Header) | الطرود (Packages) | الموقع (Location) | المسح (Scanning) | الفروقات (Exceptions) | التدقيق (Audit),المحور (Hub) | الرحلة (Trip) | البوليصة (Waybill) | الباركود (Barcode) | الموقع (Location) | الحالة (Status),الباركود (Barcode) | البوليصة (Waybill) | الوجهة (Destination) | الكمية (Qty) | الحالة (Status),استلام (Receive) | مسح (Scan) | فرز (Sort) | تحميل (Load) | تفريغ (Unload) | تعليق (Hold) | حل فرق (Resolve),Expected → Received → Staged → Loaded → Departed / Held,WHS-005.View | WHS-005.Act,HubReceipts | PackageHandlingEvents | StagingLocations | LoadSessions | LoadSessionItems,,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-162,WHS-006,WHS,المحاور والمستودعات,تفريغ المركبة,Vehicle Unloading,ويب الإدارة (Admin Web),P1,مسح التفريغ ومطابقة الرحلة.,الرأس (Header) | الطرود (Packages) | الموقع (Location) | المسح (Scanning) | الفروقات (Exceptions) | التدقيق (Audit),المحور (Hub) | الرحلة (Trip) | البوليصة (Waybill) | الباركود (Barcode) | الموقع (Location) | الحالة (Status),الباركود (Barcode) | البوليصة (Waybill) | الوجهة (Destination) | الكمية (Qty) | الحالة (Status),استلام (Receive) | مسح (Scan) | فرز (Sort) | تحميل (Load) | تفريغ (Unload) | تعليق (Hold) | حل فرق (Resolve),Expected → Received → Staged → Loaded → Departed / Held,WHS-006.View | WHS-006.Act,HubReceipts | PackageHandlingEvents | StagingLocations | LoadSessions | LoadSessionItems,,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-163,WHS-007,WHS,المحاور والمستودعات,الطرود المعلقة,Held / Exception Packages,ويب الإدارة (Admin Web),P1,طرود مشكلة/مفقودة/غير مطابقة.,الرأس (Header) | الطرود (Packages) | الموقع (Location) | المسح (Scanning) | الفروقات (Exceptions) | التدقيق (Audit),المحور (Hub) | الرحلة (Trip) | البوليصة (Waybill) | الباركود (Barcode) | الموقع (Location) | الحالة (Status),الباركود (Barcode) | البوليصة (Waybill) | الوجهة (Destination) | الكمية (Qty) | الحالة (Status),استلام (Receive) | مسح (Scan) | فرز (Sort) | تحميل (Load) | تفريغ (Unload) | تعليق (Hold) | حل فرق (Resolve),Expected → Received → Staged → Loaded → Departed / Held,WHS-007.View | WHS-007.Act,HubReceipts | PackageHandlingEvents | StagingLocations | LoadSessions | LoadSessionItems,,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-164,WHS-008,WHS,المحاور والمستودعات,رصيد المحور,Hub Inventory Snapshot,ويب الإدارة (Admin Web),P1,لقطة بما هو موجود فعليًا في المحور.,الرأس (Header) | الطرود (Packages) | الموقع (Location) | المسح (Scanning) | الفروقات (Exceptions) | التدقيق (Audit),المحور (Hub) | الرحلة (Trip) | البوليصة (Waybill) | الباركود (Barcode) | الموقع (Location) | الحالة (Status),الباركود (Barcode) | البوليصة (Waybill) | الوجهة (Destination) | الكمية (Qty) | الحالة (Status),استلام (Receive) | مسح (Scan) | فرز (Sort) | تحميل (Load) | تفريغ (Unload) | تعليق (Hold) | حل فرق (Resolve),Expected → Received → Staged → Loaded → Departed / Held,WHS-008.View | WHS-008.Act,HubReceipts | PackageHandlingEvents | StagingLocations | LoadSessions | LoadSessionItems,,,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-165,FIN-001,FIN,التحصيل والتسويات التشغيلية,طرق الدفع,Payment Methods,ويب الإدارة (Admin Web),P1,إدارة نقد/بطاقة/محفظة/آجل/حساب شركة.,الملخص (Summary) | المعاملات (Transactions) | المدفوعات (Payments) | المستندات (Documents) | الفروقات (Variances) | التدقيق (Audit),رقم المستند (Document No) | الطرف (Party) | السائق/الوكيل (Driver/Agent) | الفرع (Branch) | العملة (Currency) | المبلغ (Amount) | المودع (Deposited) | الفرق (Variance) | الحالة (Status),المرجع (Reference) | النوع (Type) | المبلغ (Amount) | طريقة الدفع (Payment Method) | الحالة (Status),إنشاء (Create) | حساب (Calculate) | إعادة حساب (Recalculate) | اعتماد (Approve) | توريد (Deposit) | دفع (Pay) | إلغاء/عكس (Cancel/Reverse),Open → Calculated → In Review → Approved → Paid/Deposited → Settled,FIN-001.View | FIN-001.Act,Payments | PaymentAllocations | CashCollections | DriverCustodies | DriverSettlements | AgentSettlements | Refunds,"R13,R14,R15",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-166,FIN-002,FIN,التحصيل والتسويات التشغيلية,مدفوعات العملاء,Customer Payments,ويب الإدارة (Admin Web),P1,تسجيل مدفوعات الطلبات والتذاكر.,الملخص (Summary) | المعاملات (Transactions) | المدفوعات (Payments) | المستندات (Documents) | الفروقات (Variances) | التدقيق (Audit),رقم المستند (Document No) | الطرف (Party) | السائق/الوكيل (Driver/Agent) | الفرع (Branch) | العملة (Currency) | المبلغ (Amount) | المودع (Deposited) | الفرق (Variance) | الحالة (Status),المرجع (Reference) | النوع (Type) | المبلغ (Amount) | طريقة الدفع (Payment Method) | الحالة (Status),إنشاء (Create) | حساب (Calculate) | إعادة حساب (Recalculate) | اعتماد (Approve) | توريد (Deposit) | دفع (Pay) | إلغاء/عكس (Cancel/Reverse),Open → Calculated → In Review → Approved → Paid/Deposited → Settled,FIN-002.View | FIN-002.Act,Payments | PaymentAllocations | CashCollections | DriverCustodies | DriverSettlements | AgentSettlements | Refunds,"R13,R14,R15",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-167,FIN-003,FIN,التحصيل والتسويات التشغيلية,التحصيل عند التسليم,COD Collections,ويب الإدارة (Admin Web),P1,تسجيل ما حصله السائق لكل طلب.,الملخص (Summary) | المعاملات (Transactions) | المدفوعات (Payments) | المستندات (Documents) | الفروقات (Variances) | التدقيق (Audit),رقم المستند (Document No) | الطرف (Party) | السائق/الوكيل (Driver/Agent) | الفرع (Branch) | العملة (Currency) | المبلغ (Amount) | المودع (Deposited) | الفرق (Variance) | الحالة (Status),المرجع (Reference) | النوع (Type) | المبلغ (Amount) | طريقة الدفع (Payment Method) | الحالة (Status),إنشاء (Create) | حساب (Calculate) | إعادة حساب (Recalculate) | اعتماد (Approve) | توريد (Deposit) | دفع (Pay) | إلغاء/عكس (Cancel/Reverse),Open → Calculated → In Review → Approved → Paid/Deposited → Settled,FIN-003.View | FIN-003.Act,Payments | PaymentAllocations | CashCollections | DriverCustodies | DriverSettlements | AgentSettlements | Refunds,"R13,R14,R15",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-168,FIN-004,FIN,التحصيل والتسويات التشغيلية,عهدة السائق,Driver Custody,ويب الإدارة (Admin Web),P1,رصيد ما في عهدة السائق من نقد/مستندات.,الملخص (Summary) | المعاملات (Transactions) | المدفوعات (Payments) | المستندات (Documents) | الفروقات (Variances) | التدقيق (Audit),رقم المستند (Document No) | الطرف (Party) | السائق/الوكيل (Driver/Agent) | الفرع (Branch) | العملة (Currency) | المبلغ (Amount) | المودع (Deposited) | الفرق (Variance) | الحالة (Status),المرجع (Reference) | النوع (Type) | المبلغ (Amount) | طريقة الدفع (Payment Method) | الحالة (Status),إنشاء (Create) | حساب (Calculate) | إعادة حساب (Recalculate) | اعتماد (Approve) | توريد (Deposit) | دفع (Pay) | إلغاء/عكس (Cancel/Reverse),Open → Calculated → In Review → Approved → Paid/Deposited → Settled,FIN-004.View | FIN-004.Act,Payments | PaymentAllocations | CashCollections | DriverCustodies | DriverSettlements | AgentSettlements | Refunds,"R13,R14,R15",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
U-SCR-169,FIN-005,FIN,التحصيل والتسويات التشغيلية,توريد السائق,Driver Handover,ويب الإدارة (Admin Web),P1,توريد النقد/الشيكات للفرع أو الصندوق.,الملخص (Summary) | المعاملات (Transactions) | المدفوعات (Payments) | المستندات (Documents) | الفروقات (Variances) | التدقيق (Audit),رقم المستند (Document No) | الطرف (Party) | السائق/الوكيل (Driver/Agent) | الفرع (Branch) | العملة (Currency) | المبلغ (Amount) | المودع (Deposited) | الفرق (Variance) | الحالة (Status),المرجع (Reference) | النوع (Type) | المبلغ (Amount) | طريقة الدفع (Payment Method) | الحالة (Status),إنشاء (Create) | حساب (Calculate) | إعادة حساب (Recalculate) | اعتماد (Approve) | توريد (Deposit) | دفع (Pay) | إلغاء/عكس (Cancel/Reverse),Open → Calculated → In Review → Approved → Paid/Deposited → Settled,FIN-005.View | FIN-005.Act,Payments | PaymentAllocations | CashCollections | DriverCustodies | DriverSettlements | AgentSettlements | Refunds,"R13,R14,R15",,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو.
