Unified_Table_ID,Legacy_Table_ID,Table_Code,Arabic_Name,Module,Purpose,PK,FKs,Core_Columns,Constraints_Indexes,Source_Status,P1_W1_Contract_ID,Disposition,Decision_Required,Notes
U-TBL-112,112,CustomsPermits,تصاريح الجمارك,CUS,التصاريح والتراخيص,CustomsPermitId,CustomsClearanceFileId,PermitType varchar(50); PermitNo varchar(100); Authority varchar(200); IssueDate date; ExpiryDate date; Status varchar(20),IDX(CustomsClearanceFileId),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-113,113,CustomsStatusHistory,سجل حالة التخليص,CUS,الخط الزمني,CustomsStatusHistoryId,CustomsClearanceFileId,Status varchar(30); EventAt datetime; Source varchar(30); Reference varchar(100); Notes varchar(1000),"IDX(CustomsClearanceFileId,EventAt)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-114,114,Employees,الموظفون,HR,ملف الموظف,EmployeeId,"UserId,CompanyId,BranchId",EmployeeNo varchar(40); UserId bigint; NameAr varchar(250); BirthDate date; NationalId varchar(100); HireDate date; DepartmentId bigint; PositionId bigint; ManagerEmployeeId bigint; Status varchar(20),"UQ(CompanyId,EmployeeNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-115,115,Jobs,الوظائف,HR,معجم الوظائف,JobId,CompanyId,Code varchar(40); NameAr varchar(200); JobFamily varchar(100); Status tinyint,"UQ(CompanyId,Code)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-116,116,Positions,المناصب,HR,مناصب الهيكل,PositionId,"JobId,BranchId",Code varchar(40); JobId bigint; DepartmentId bigint; BranchId bigint; Headcount int; Status tinyint,"UQ(BranchId,Code)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-117,117,EmployeeContracts,عقود الموظفين,HR,عقد الموظف,EmployeeContractId,EmployeeId,"EmployeeId bigint; ContractType varchar(30); StartDate date; EndDate date; BaseSalary decimal(18,2); CurrencyId bigint; WorkingHours decimal(9,2); Status varchar(20)","IDX(EmployeeId,Status)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-118,118,EmployeeDocuments,وثائق الموظف,HR,هوية/جواز/رخص/شهادات,EmployeeDocumentId,"EmployeeId,FileId",DocumentType varchar(40); DocumentNo varchar(100); IssueDate date; ExpiryDate date; Authority varchar(150); Status varchar(20),"IDX(EmployeeId,ExpiryDate)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-119,119,Shifts,الورديات,HR,تعريف الوردية,ShiftId,CompanyId,Code varchar(30); Name varchar(120); StartTime time; EndTime time; BreakMinutes int; CrossMidnight bit; Status tinyint,"UQ(CompanyId,Code)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-120,120,EmployeeSchedules,جداول الموظفين,HR,إسناد الوردية,EmployeeScheduleId,"EmployeeId,ShiftId",EmployeeId bigint; WorkDate date; ShiftId bigint; PlannedStart datetime; PlannedEnd datetime; Status varchar(20),"UQ(EmployeeId,WorkDate)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-121,121,AttendanceEntries,حركات الحضور,HR,الحضور والانصراف,AttendanceEntryId,EmployeeId,"EmployeeId bigint; EventType varchar(20); EventAt datetime; Source varchar(20); DeviceId varchar(100); Latitude decimal(10,7); Longitude decimal(10,7); Status varchar(20)","IDX(EmployeeId,EventAt)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-122,122,LeaveRequests,طلبات الإجازة,HR,طلبات الإجازات,LeaveRequestId,EmployeeId,"LeaveTypeId bigint; FromDate date; ToDate date; Days decimal(9,2); Reason varchar(500); ApprovalStatus varchar(20)","IDX(EmployeeId,FromDate)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-123,123,PayrollElements,عناصر الرواتب,HR,بدلات/استقطاعات/حوافز,PayrollElementId,CompanyId,Code varchar(40); NameAr varchar(200); ElementType varchar(20); CalculationType varchar(30); Taxable bit; Status tinyint,"UQ(CompanyId,Code)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-124,124,PayrollRuns,مسيرات الرواتب,HR,رأس دورة الراتب,PayrollRunId,"CompanyId,FiscalPeriodId",RunNo varchar(40); PeriodStart date; PeriodEnd date; PayDate date; CurrencyId bigint; Status varchar(20),"UQ(CompanyId,RunNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-125,125,PayrollRunLines,تفاصيل مسير الرواتب,HR,نتيجة الموظف,PayrollRunLineId,"PayrollRunId,EmployeeId","EmployeeId bigint; GrossAmount decimal(18,2); Deductions decimal(18,2); NetAmount decimal(18,2); PaymentStatus varchar(20)","UQ(PayrollRunId,EmployeeId)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-126,126,EmployeeLoans,سلف وقروض الموظف,HR,السلف وجدول الاستقطاع,EmployeeLoanId,EmployeeId,"LoanType varchar(30); Principal decimal(18,2); StartDate date; InstallmentAmount decimal(18,2); OutstandingAmount decimal(18,2); Status varchar(20)","IDX(EmployeeId,Status)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-127,127,PerformanceReviews,تقييمات الأداء,HR,دورات التقييم,PerformanceReviewId,EmployeeId,"CycleCode varchar(40); ReviewerEmployeeId bigint; Score decimal(9,2); Rating varchar(30); Status varchar(20)","IDX(EmployeeId,CycleCode)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-128,128,TrainingRecords,سجلات التدريب,HR,الدورات والشهادات,TrainingRecordId,EmployeeId,TrainingName varchar(250); Provider varchar(200); StartDate date; EndDate date; CertificateNo varchar(100); ExpiryDate date; Status varchar(20),"IDX(EmployeeId,ExpiryDate)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-129,129,UserSessions,جلسات المستخدم,PLT,جلسات الدخول والأجهزة,UserSessionId,UserId,UserId bigint; TokenHash varchar(128); DeviceId varchar(120); StartedAt datetime; ExpiresAt datetime; RevokedAt datetime; Status varchar(20),"IDX(UserId,Status)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-130,130,MfaChallenges,تحديات MFA,PLT,رموز/تحديات التحقق متعدد العوامل,MfaChallengeId,UserId,UserId bigint; Method varchar(20); ChallengeHash varchar(128); CreatedAt datetime; ExpiresAt datetime; VerifiedAt datetime; Attempts int; Status varchar(20),"IDX(UserId,Status)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-131,131,TrustedDevices,الأجهزة الموثوقة,PLT,أجهزة موثوقة للمستخدم,TrustedDeviceId,UserId,UserId bigint; DeviceFingerprint varchar(200); DeviceName varchar(150); TrustedAt datetime; ExpiresAt datetime; RevokedAt datetime,"UQ(UserId,DeviceFingerprint)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-132,132,UserContexts,سياقات المستخدم,PLT,آخر/سياق تشغيل شركة وفرع وسنة,UserContextId,"UserId,CompanyId,BranchId",UserId bigint; CompanyId bigint; BranchId bigint; FiscalYearId bigint; Language varchar(10); TimeZone varchar(80); IsDefault bit,"UQ(UserId,CompanyId,BranchId,FiscalYearId)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-133,133,RoleScopes,نطاقات الدور,PLT,قيود نطاق الدور,RoleScopeId,RoleId,RoleId bigint; ScopeType varchar(30); ScopeId bigint; Allowed bit,"UQ(RoleId,ScopeType,ScopeId)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-134,134,ApprovalSteps,خطوات الموافقة,PLT,تعريف مراحل الموافقات,ApprovalStepId,-,WorkflowCode varchar(80); StepNo int; RoleId bigint; MinApprovals int; ConditionJson longtext; Status tinyint,"UQ(WorkflowCode,StepNo)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-135,135,ApprovalActions,إجراءات الموافقة,PLT,سجل الموافقة/الرفض,ApprovalActionId,"ApprovalStepId,UserId",EntityType varchar(80); EntityId bigint; StepNo int; Action varchar(20); Reason varchar(500); ActionAt datetime,"IDX(EntityType,EntityId,ActionAt)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-136,136,NotificationDeliveries,تسليم الإشعارات,PLT,حالة تسليم الإشعار حسب القناة,NotificationDeliveryId,"NotificationId,UserId",Channel varchar(20); Destination varchar(200); SentAt datetime; DeliveredAt datetime; ReadAt datetime; FailureReason varchar(500); Status varchar(20),"IDX(NotificationId,Status)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-137,137,AuditChanges,تفاصيل تغييرات التدقيق,PLT,قيم قبل/بعد للحقول,AuditChangeId,AuditLogId,AuditLogId bigint; FieldName varchar(120); OldValue longtext; NewValue longtext,IDX(AuditLogId),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-138,138,OperationalSettings,إعدادات التشغيل,ORG,إعدادات scoped قابلة للتوسعة,OperationalSettingId,"CompanyId,BranchId,UserId",SettingKey varchar(120); ScopeType varchar(20); ScopeId bigint; ValueJson longtext; EffectiveFrom datetime; EffectiveTo datetime,"UQ(SettingKey,ScopeType,ScopeId,EffectiveFrom)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-139,139,PartyContacts,جهات اتصال الطرف,PTY,أشخاص الاتصال والهواتف,PartyContactId,PartyId,PartyId bigint; Name varchar(200); Role varchar(100); Mobile varchar(40); Email varchar(200); IsPrimary bit; Status tinyint,"IDX(PartyId,IsPrimary)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-140,140,PricingRules,قواعد التسعير,PRC,قواعد التسعير حسب الخدمة/النطاق,PricingRuleId,ServiceTypeId,ServiceTypeId bigint; RuleType varchar(30); ScopeType varchar(30); ScopeId bigint; FormulaJson longtext; ValidFrom datetime; ValidTo datetime; Status tinyint,"IDX(ServiceTypeId,Status)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-141,141,PricingTiers,شرائح التسعير,PRC,شرائح وزن/مسافة/وقت,PricingTierId,PricingRuleId,"PricingRuleId bigint; FromValue decimal(18,3); ToValue decimal(18,3); Rate decimal(18,4); FixedAmount decimal(18,2); Seq int","UQ(PricingRuleId,Seq)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-142,142,Promotions,العروض والخصومات,PRC,عروض ترويجية وكوبونات,PromotionId,CompanyId,"Code varchar(50); Name varchar(200); DiscountType varchar(20); DiscountValue decimal(18,2); ValidFrom datetime; ValidTo datetime; UsageLimit int; Status tinyint","UQ(CompanyId,Code)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-143,143,RideEvents,أحداث المشوار,RID,خط زمني للمشوار,RideEventId,RideOrderId,"RideOrderId bigint; EventType varchar(40); EventAt datetime; DriverId bigint; Latitude decimal(10,7); Longitude decimal(10,7); Notes varchar(500)","IDX(RideOrderId,EventAt)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-144,144,RideFareEstimates,تقديرات أجرة المشوار,RID,تفاصيل التسعير التقديري/النهائي,RideFareEstimateId,RideOrderId,"RideOrderId bigint; BaseFare decimal(18,2); DistanceFare decimal(18,2); TimeFare decimal(18,2); Surcharge decimal(18,2); Discount decimal(18,2); Tax decimal(18,2); Total decimal(18,2); CalculatedAt datetime",IDX(RideOrderId),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-145,145,RoutePlans,خطط المسارات,LMD,دفعات التخطيط والتحسين,RoutePlanId,HubId,PlanDate date; HubId bigint; OptimizationMode varchar(30); CreatedAt datetime; CreatedBy bigint; Status varchar(20); SolverReference varchar(120),"IDX(PlanDate,HubId,Status)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-146,146,VehicleDocuments,وثائق المركبة,FLT,استمارة/تأمين/فحص وتصاريح,VehicleDocumentId,"VehicleId,FileId",VehicleId bigint; DocumentType varchar(40); DocumentNo varchar(100); IssueDate date; ExpiryDate date; Status varchar(20),"IDX(VehicleId,ExpiryDate)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-147,147,DriverDocuments,وثائق السائق,FLT,رخص وهوية وشهادات,DriverDocumentId,"DriverId,FileId",DriverId bigint; DocumentType varchar(40); DocumentNo varchar(100); IssueDate date; ExpiryDate date; Status varchar(20),"IDX(DriverId,ExpiryDate)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-148,148,VehicleMeters,عدادات المركبة,FLT,قراءات كيلومتر/ساعات,VehicleMeterId,VehicleId,"VehicleId bigint; MeterType varchar(20); Reading decimal(18,3); ReadingAt datetime; Source varchar(20); DriverId bigint","IDX(VehicleId,ReadingAt)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-149,149,MaintenanceSchedules,خطط الصيانة الوقائية,MNT,قواعد الصيانة حسب الزمن/العداد,MaintenanceScheduleId,VehicleTypeId,"Name varchar(200); VehicleTypeId bigint; IntervalKm decimal(18,3); IntervalDays int; JobTemplateJson longtext; Status tinyint","IDX(VehicleTypeId,Status)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-150,150,Parts,قطع الغيار,MNT,معجم قطع الغيار,PartId,-,"PartNo varchar(80); NameAr varchar(250); NameEn varchar(250); Unit varchar(30); StandardCost decimal(18,2); Status tinyint",UQ(PartNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-151,151,WorkOrderParts,قطع أمر العمل,MNT,قطع مستخدمة في أمر الصيانة,WorkOrderPartId,"WorkOrderId,PartId","WorkOrderId bigint; PartId bigint; Qty decimal(18,3); UnitCost decimal(18,2); WarrantyFlag bit",IDX(WorkOrderId),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-152,152,GeofenceEvents,أحداث السياج الجغرافي,OPS,دخول/خروج geofence,GeofenceEventId,"GeofenceId,VehicleId,DriverId","EventType varchar(20); EventAt datetime; Latitude decimal(10,7); Longitude decimal(10,7); TripId bigint","IDX(GeofenceId,EventAt)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-153,153,OperationalAlerts,التنبيهات التشغيلية,OPS,تنبيهات تأخير/انحراف/سرعة/مستندات,OperationalAlertId,-,AlertType varchar(40); Severity varchar(20); EntityType varchar(40); EntityId bigint; RaisedAt datetime; AcknowledgedAt datetime; ResolvedAt datetime; Status varchar(20),"IDX(Status,Severity,RaisedAt)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-154,154,HubReceipts,استلام المحور,WHS,استلام شحنات وطرود بالمحور,HubReceiptId,HubId,ReceiptNo varchar(40); HubId bigint; SourceType varchar(30); SourceId bigint; ReceivedAt datetime; ReceivedBy bigint; Status varchar(20),UQ(ReceiptNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-155,155,PackageHandlingEvents,أحداث مناولة الطرود,WHS,فرز/تحميل/تفريغ/نقل داخلي,PackageHandlingEventId,HubId,PackageRef varchar(100); EventType varchar(30); HubId bigint; LocationCode varchar(60); EventAt datetime; UserId bigint; RouteId bigint; TripId bigint,"IDX(PackageRef,EventAt)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-156,156,StagingLocations,مواقع التجهيز,WHS,مناطق/رفوف staging,StagingLocationId,HubId,HubId bigint; Code varchar(50); Name varchar(120); LocationType varchar(30); Capacity int; Status tinyint,"UQ(HubId,Code)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-157,157,LoadSessions,جلسات التحميل,WHS,جلسة تحميل مركبة/رحلة,LoadSessionId,"HubId,VehicleId",SessionNo varchar(40); HubId bigint; VehicleId bigint; RouteId bigint; TripId bigint; StartedAt datetime; CompletedAt datetime; Status varchar(20),UQ(SessionNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-158,158,LoadSessionItems,بنود جلسة التحميل,WHS,العناصر الممسوحة في التحميل,LoadSessionItemId,LoadSessionId,LoadSessionId bigint; PackageRef varchar(100); ScannedAt datetime; ScanResult varchar(20); ExceptionReason varchar(500),"UQ(LoadSessionId,PackageRef)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-159,159,AgentSettlements,تسويات الوكلاء,FIN,تسوية مبيعات/عمولات الوكلاء,AgentSettlementId,AgentId,"SettlementNo varchar(40); AgentId bigint; FromDate date; ToDate date; GrossSales decimal(18,2); Commission decimal(18,2); NetDue decimal(18,2); Status varchar(20)",UQ(SettlementNo),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-160,160,CommissionRules,قواعد العمولات,FIN,قواعد عمولات النقل والتوصيل حسب المستفيد والحدث وطريقة وأساس الحساب,CommissionRuleId,"ServiceTypeId,CurrencyId","RuleCode varchar(60); ServiceTypeId bigint; TransportType varchar(30); BeneficiaryType varchar(30); CalculationMethod varchar(30); CalculationBase varchar(30); TriggerEvent varchar(30); PercentageRate decimal(9,6); FixedAmount decimal(18,2); UnitRate decimal(18,6); CurrencyId bigint; MinAmount decimal(18,2); MaxAmount decimal(18,2); EffectiveFrom datetime; EffectiveTo datetime; Status varchar(20)","UQ(RuleCode,EffectiveFrom); IDX(ServiceTypeId,BeneficiaryType,TriggerEvent,Status)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-161,161,CommissionRuleScopes,نطاقات قواعد العمولات,FIN,تقييد قاعدة العمولة بفرع/مكتب/مندوب/نوع مركبة/مسار أو نطاق آخر,CommissionRuleScopeId,CommissionRuleId,CommissionRuleId bigint; ScopeType varchar(30); ScopeId bigint; Priority int; Status tinyint,"UQ(CommissionRuleId,ScopeType,ScopeId)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-162,162,CommissionAccruals,استحقاقات العمولات,FIN,نتائج احتساب العمولة التاريخية المرتبطة بالرحلة/البوليصة/الصنف والمستفيد,CommissionAccrualId,"CommissionRuleId,FreightTripId,WaybillId,WaybillItemId","CommissionRuleId bigint; FreightTripId bigint; WaybillId bigint; WaybillItemId bigint; ManifestItemId bigint; BeneficiaryType varchar(30); BeneficiaryId bigint; TriggerEvent varchar(30); BaseAmount decimal(18,2); BaseWeight decimal(18,3); BaseDistance decimal(18,3); BasePieces decimal(18,3); RateSnapshot decimal(18,6); FixedAmountSnapshot decimal(18,2); CalculatedAmount decimal(18,2); CurrencyId bigint; RuleSnapshotJson longtext; Status varchar(20); CalculatedAt datetime; ApprovedAt datetime","IDX(FreightTripId,BeneficiaryType,BeneficiaryId,Status); IDX(WaybillId,WaybillItemId)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-163,163,TripSettlements,تسويات الرحلات,FIN,رأس تسوية الرحلة وربط الإيراد والتكاليف ومستحقات السائق والمركبة/الناقل والمكتب والمندوب,TripSettlementId,FreightTripId,"SettlementNo varchar(40); FreightTripId bigint; AllocatedRevenue decimal(18,2); MovedWeight decimal(18,3); DistanceKm decimal(18,3); DriverEarnings decimal(18,2); VehicleCarrierEarnings decimal(18,2); OfficeRepresentativeCommissions decimal(18,2); FuelCost decimal(18,2); TollCost decimal(18,2); OtherCost decimal(18,2); NetResult decimal(18,2); CurrencyId bigint; Status varchar(20); CalculatedAt datetime; ApprovedAt datetime",UQ(SettlementNo); UQ(FreightTripId),LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-164,164,TripSettlementLines,بنود تسوية الرحلة,FIN,تفاصيل الإيرادات والتكاليف والعمولات والتعديلات داخل تسوية الرحلة,TripSettlementLineId,TripSettlementId,"TripSettlementId bigint; LineType varchar(30); ReferenceType varchar(30); ReferenceId bigint; BeneficiaryType varchar(30); BeneficiaryId bigint; Description varchar(300); Qty decimal(18,3); Rate decimal(18,6); Amount decimal(18,2); CurrencyId bigint; IsAdjustment bit; AdjustmentReason varchar(500)","IDX(TripSettlementId,LineType)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-165,165,ReportingViews,عروض التقارير,RPT,تعريف الفلاتر/التخطيطات المحفوظة,ReportingViewId,UserId,ReportCode varchar(50); UserId bigint; Name varchar(150); FilterJson longtext; LayoutJson longtext; IsShared bit; CreatedAt datetime,"IDX(ReportCode,UserId)",LEGACY_REGISTERED,,RETAIN_AND_NORMALIZE,NO,السجل القديم محفوظ كما هو؛ أي تغيير لاحق يمر عبر إدارة التغيير وإصدار جديد.
U-TBL-166,,SyncOperations,عمليات المزامنة,OFF,سجل أوامر المزامنة والنتائج وإعادة المحاولة والتعارضات,SyncOperationId,ClientId; UserId; CompanyId; BranchId,OperationId; EntityType; EntityId; OperationType; PayloadHash; Payload; ClientTimestamp; ServerTimestamp; AttemptCount; Status; ConflictCode; LastError; ProcessedAt,"UQ(ClientId,OperationId); IDX(Status,ClientTimestamp); IDX(EntityType,EntityId)",NEW_EXPLICIT_REQUIREMENT,W1-P1-017,ADD_TO_CANONICAL_TARGET_REGISTER,OWNER_DECISION_REQUIRED,P1 W1-P1-017، تصميم جديد من الصفر. يلزم اعتماد استراتيجية حل التعارض والاحتفاظ والحد الأقصى لإعادة المحاولة.
U-TBL-167,,PaymentMethods,طرق الدفع,FIN,قاموس طرق الدفع المسموح بها، بما في ذلك التركيبات الست التي حددها المالك,PaymentMethodId,CompanyId; BranchId,Code; NameAr; CombinationType; CashPartAllowed; BankPartAllowed; CreditPartAllowed; Status,"UQ(CompanyId,Code)",PROPOSED_COVERAGE,,ADD_TO_CANONICAL_TARGET_REGISTER,OWNER_DECISION_REQUIRED,تغطية صريحة لمتطلبات الدفع. الأكواد النهائية وقواعد المزج المالي تحتاج اعتماد المالك.
